employee_id,department,date,gender,department_code,clockin_time
DK1614,GSPHCDA  (GM),2024-06-26,Female,15,09:36:38
DK1614,GSPHCDA  (GM),2024-06-27,Female,15,09:18:50
DK1614,GSPHCDA  (GM),2024-06-28,Female,15,09:50:32
DK1614,GSPHCDA  (GM),2024-07-01,Female,15,09:43:16
DK1614,GSPHCDA  (GM),2024-07-02,Female,15,12:12:51
DK1614,GSPHCDA  (GM),2024-07-03,Female,15,10:58:52
DK1614,GSPHCDA  (GM),2024-07-04,Female,15,10:05:28
DK1614,GSPHCDA  (GM),2024-07-05,Female,15,09:22:54
DK1614,GSPHCDA  (GM),2024-07-08,Female,15,09:20:31
DK1614,GSPHCDA  (GM),2024-07-09,Female,15,09:33:38
DK1614,GSPHCDA  (GM),2024-07-10,Female,15,09:27:53
DK1614,GSPHCDA  (GM),2024-07-11,Female,15,09:24:17
DK1614,GSPHCDA  (GM),2024-07-15,Female,15,08:36:46
DK1614,GSPHCDA  (GM),2024-07-16,Female,15,08:49:51
DK1614,GSPHCDA  (GM),2024-07-17,Female,15,10:23:04
DK1614,GSPHCDA  (GM),2024-07-18,Female,15,09:22:12
DK1614,GSPHCDA  (GM),2024-07-19,Female,15,09:15:41
DK1614,GSPHCDA  (GM),2024-07-22,Female,15,09:38:12
DK1614,GSPHCDA  (GM),2024-07-23,Female,15,09:20:20
DK1614,GSPHCDA  (GM),2024-07-24,Female,15,10:09:27
DK1614,GSPHCDA  (GM),2024-07-25,Female,15,10:05:59
DK1614,GSPHCDA  (GM),2024-07-26,Female,15,12:57:21
DK1614,GSPHCDA  (GM),2024-07-30,Female,15,09:32:10
DK1614,GSPHCDA  (GM),2024-07-31,Female,15,09:13:39
DK1614,GSPHCDA  (GM),2024-08-02,Female,15,09:36:35
DK1614,GSPHCDA  (GM),2024-08-05,Female,15,10:14:36
DK1614,GSPHCDA  (GM),2024-08-06,Female,15,09:30:48
DK1614,GSPHCDA  (GM),2024-08-07,Female,15,09:27:32
DK1614,GSPHCDA  (GM),2024-08-08,Female,15,09:24:32
DK1614,GSPHCDA  (GM),2024-08-12,Female,15,09:21:22
DK1614,GSPHCDA  (GM),2024-08-13,Female,15,09:34:26
DK1614,GSPHCDA  (GM),2024-08-14,Female,15,09:16:32
DK1614,GSPHCDA  (GM),2024-08-15,Female,15,11:59:05
DK1614,GSPHCDA  (GM),2024-08-16,Female,15,09:21:48
DK1614,GSPHCDA  (GM),2024-08-19,Female,15,09:34:33
DK1614,GSPHCDA  (GM),2024-08-20,Female,15,09:26:33
DK1614,GSPHCDA  (GM),2024-08-21,Female,15,09:20:28
DK1614,GSPHCDA  (GM),2024-08-22,Female,15,09:27:04
DK1614,GSPHCDA  (GM),2024-08-23,Female,15,09:11:17
DK1614,GSPHCDA  (GM),2024-08-24,Female,15,10:14:42
DK1614,GSPHCDA  (GM),2024-08-25,Female,15,09:14:44
DK1614,GSPHCDA  (GM),2024-08-27,Female,15,08:59:38
DK1614,GSPHCDA  (GM),2024-08-28,Female,15,09:29:47
DK1614,GSPHCDA  (GM),2024-08-30,Female,15,09:34:30
DK1614,GSPHCDA  (GM),2024-09-02,Female,15,08:52:22
DK1614,GSPHCDA  (GM),2024-09-04,Female,15,09:11:19
DK1614,GSPHCDA  (GM),2024-09-05,Female,15,09:10:47
DK1614,GSPHCDA  (GM),2024-09-06,Female,15,10:08:48
DK1614,GSPHCDA  (GM),2024-09-07,Female,15,12:09:50
DK1614,GSPHCDA  (GM),2024-09-09,Female,15,07:18:34
DK1614,GSPHCDA  (GM),2024-09-10,Female,15,07:33:38
DK1614,GSPHCDA  (GM),2024-09-12,Female,15,08:24:19
DK1614,GSPHCDA  (GM),2024-09-13,Female,15,08:44:15
DK1614,GSPHCDA  (GM),2024-09-15,Female,15,07:39:28
DK1614,GSPHCDA  (GM),2024-09-16,Female,15,09:29:12
DK1614,GSPHCDA  (GM),2024-09-17,Female,15,09:30:15
DK1614,GSPHCDA  (GM),2024-09-18,Female,15,09:46:13
DK1614,GSPHCDA  (GM),2024-09-19,Female,15,09:25:00
DK1614,GSPHCDA  (GM),2024-09-21,Female,15,09:33:54
DK1614,GSPHCDA  (GM),2024-09-22,Female,15,10:00:47
DK1614,GSPHCDA  (GM),2024-09-24,Female,15,09:16:38
DK1614,GSPHCDA  (GM),2024-09-25,Female,15,08:56:42
DK1614,GSPHCDA  (GM),2024-09-27,Female,15,09:18:13
DK1614,GSPHCDA  (GM),2024-09-30,Female,15,09:39:47
DK1614,GSPHCDA  (GM),2024-10-02,Female,15,09:29:17
DK1614,GSPHCDA  (GM),2024-10-03,Female,15,09:34:16
DK1614,GSPHCDA  (GM),2024-10-04,Female,15,11:14:00
DK1614,GSPHCDA  (GM),2024-10-07,Female,15,09:16:50
DK1614,GSPHCDA  (GM),2024-10-08,Female,15,09:33:13
DK1614,GSPHCDA  (GM),2024-10-09,Female,15,09:40:26
DK1614,GSPHCDA  (GM),2024-10-11,Female,15,09:33:14
DK1614,GSPHCDA  (GM),2024-10-14,Female,15,09:27:48
DK1614,GSPHCDA  (GM),2024-10-15,Female,15,09:37:41
DK1614,GSPHCDA  (GM),2024-10-16,Female,15,09:35:53
DK1614,GSPHCDA  (GM),2024-10-17,Female,15,08:46:07
DK1614,GSPHCDA  (GM),2024-10-18,Female,15,09:13:40
DK1614,GSPHCDA  (GM),2024-10-19,Female,15,10:17:09
DK1614,GSPHCDA  (GM),2024-10-20,Female,15,09:16:23
DK1614,GSPHCDA  (GM),2024-10-22,Female,15,09:09:27
DK1614,GSPHCDA  (GM),2024-10-23,Female,15,08:34:53
DK1614,GSPHCDA  (GM),2024-10-24,Female,15,11:33:12
DK1614,GSPHCDA  (GM),2024-10-25,Female,15,09:02:57
DK1614,GSPHCDA  (GM),2024-10-28,Female,15,09:33:49
DK1614,GSPHCDA  (GM),2024-10-29,Female,15,08:48:57
DK1614,GSPHCDA  (GM),2024-10-30,Female,15,08:47:13
DK1614,GSPHCDA  (GM),2024-10-31,Female,15,09:22:36
DK1614,GSPHCDA  (GM),2024-11-01,Female,15,11:22:05
DK1614,GSPHCDA  (GM),2024-11-04,Female,15,09:04:45
DK1614,GSPHCDA  (GM),2024-11-05,Female,15,09:15:10
DK1614,GSPHCDA  (GM),2024-11-06,Female,15,09:30:26
DK1614,GSPHCDA  (GM),2024-11-07,Female,15,09:12:36
DK1614,GSPHCDA  (GM),2024-11-08,Female,15,09:56:56
DK1614,GSPHCDA  (GM),2024-11-11,Female,15,14:56:34
DK1614,GSPHCDA  (GM),2024-11-12,Female,15,15:57:13
DK1614,GSPHCDA  (GM),2024-11-13,Female,15,13:44:05
DK1614,GSPHCDA  (GM),2024-11-14,Female,15,16:28:12
DK1614,GSPHCDA  (GM),2024-11-15,Female,15,11:43:19
DK1614,GSPHCDA  (GM),2024-11-18,Female,15,17:11:49
GM0019,GSPHCDA  (GM),2024-02-03,Male,15,09:19:03
GM0019,GSPHCDA  (GM),2024-02-06,Male,15,00:22:43
GM0019,GSPHCDA  (GM),2024-02-08,Male,15,09:29:55
GM0019,GSPHCDA  (GM),2024-02-09,Male,15,10:42:58
GM0019,GSPHCDA  (GM),2024-02-11,Male,15,09:37:21
GM0019,GSPHCDA  (GM),2024-02-12,Male,15,09:17:19
GM0019,GSPHCDA  (GM),2024-02-13,Male,15,09:58:03
GM0019,GSPHCDA  (GM),2024-02-14,Male,15,09:48:45
GM0019,GSPHCDA  (GM),2024-02-15,Male,15,10:35:55
GM0019,GSPHCDA  (GM),2024-02-19,Male,15,08:41:29
GM0019,GSPHCDA  (GM),2024-02-20,Male,15,21:38:19
GM0019,GSPHCDA  (GM),2024-02-21,Male,15,08:12:37
GM0019,GSPHCDA  (GM),2024-02-22,Male,15,08:28:09
GM0019,GSPHCDA  (GM),2024-02-23,Male,15,08:21:15
GM0019,GSPHCDA  (GM),2024-02-24,Male,15,08:57:47
GM0019,GSPHCDA  (GM),2024-02-25,Male,15,08:46:04
GM0019,GSPHCDA  (GM),2024-02-27,Male,15,17:01:22
GM0019,GSPHCDA  (GM),2024-03-01,Male,15,16:00:40
GM0019,GSPHCDA  (GM),2024-03-03,Male,15,15:48:13
GM0019,GSPHCDA  (GM),2024-03-05,Male,15,11:48:01
GM0019,GSPHCDA  (GM),2024-03-07,Male,15,17:14:39
GM0019,GSPHCDA  (GM),2024-03-08,Male,15,17:20:48
GM0019,GSPHCDA  (GM),2024-03-11,Male,15,09:54:56
GM0019,GSPHCDA  (GM),2024-03-12,Male,15,09:25:22
GM0019,GSPHCDA  (GM),2024-03-13,Male,15,09:36:12
GM0019,GSPHCDA  (GM),2024-03-14,Male,15,09:15:21
GM0019,GSPHCDA  (GM),2024-03-16,Male,15,09:20:57
GM0019,GSPHCDA  (GM),2024-03-17,Male,15,11:00:06
GM0019,GSPHCDA  (GM),2024-03-18,Male,15,08:43:29
GM0019,GSPHCDA  (GM),2024-03-19,Male,15,08:49:23
GM0019,GSPHCDA  (GM),2024-03-20,Male,15,08:39:27
GM0019,GSPHCDA  (GM),2024-03-21,Male,15,08:50:27
GM0019,GSPHCDA  (GM),2024-03-24,Male,15,22:00:38
GM0019,GSPHCDA  (GM),2024-03-25,Male,15,21:36:16
GM0019,GSPHCDA  (GM),2024-03-26,Male,15,21:32:20
GM0019,GSPHCDA  (GM),2024-03-27,Male,15,11:36:21
GM0019,GSPHCDA  (GM),2024-03-28,Male,15,22:53:15
GM0019,GSPHCDA  (GM),2024-03-29,Male,15,21:42:55
GM0019,GSPHCDA  (GM),2024-03-30,Male,15,22:13:50
GM0019,GSPHCDA  (GM),2024-04-02,Male,15,09:41:16
GM0019,GSPHCDA  (GM),2024-04-04,Male,15,09:51:04
GM0019,GSPHCDA  (GM),2024-04-05,Male,15,16:36:16
GM0019,GSPHCDA  (GM),2024-04-07,Male,15,15:12:37
GM0019,GSPHCDA  (GM),2024-04-08,Male,15,14:16:33
GM0019,GSPHCDA  (GM),2024-04-09,Male,15,12:13:46
GM0019,GSPHCDA  (GM),2024-04-11,Male,15,17:51:01
GM0019,GSPHCDA  (GM),2024-04-13,Male,15,09:01:55
GM0019,GSPHCDA  (GM),2024-04-16,Male,15,09:04:09
GM0019,GSPHCDA  (GM),2024-04-17,Male,15,09:43:23
GM0019,GSPHCDA  (GM),2024-04-18,Male,15,09:46:05
GM0019,GSPHCDA  (GM),2024-04-20,Male,15,08:42:40
GM0019,GSPHCDA  (GM),2024-04-21,Male,15,08:52:53
GM0019,GSPHCDA  (GM),2024-04-22,Male,15,08:21:40
GM0019,GSPHCDA  (GM),2024-04-23,Male,15,08:52:07
GM0019,GSPHCDA  (GM),2024-04-24,Male,15,10:06:37
GM0019,GSPHCDA  (GM),2024-04-25,Male,15,10:12:25
GM0019,GSPHCDA  (GM),2024-04-28,Male,15,21:21:23
GM0019,GSPHCDA  (GM),2024-04-29,Male,15,20:45:55
GM0019,GSPHCDA  (GM),2024-04-30,Male,15,21:33:50
GM0019,GSPHCDA  (GM),2024-05-01,Male,15,21:00:47
GM0019,GSPHCDA  (GM),2024-05-02,Male,15,20:32:06
GM0019,GSPHCDA  (GM),2024-05-03,Male,15,21:35:47
GM0019,GSPHCDA  (GM),2024-05-04,Male,15,21:00:58
GM0019,GSPHCDA  (GM),2024-05-08,Male,15,12:46:17
GM0019,GSPHCDA  (GM),2024-05-10,Male,15,18:00:23
GM0019,GSPHCDA  (GM),2024-05-11,Male,15,15:02:44
GM0019,GSPHCDA  (GM),2024-05-12,Male,15,14:33:50
GM0019,GSPHCDA  (GM),2024-05-13,Male,15,14:41:35
GM0019,GSPHCDA  (GM),2024-05-14,Male,15,15:48:25
GM0019,GSPHCDA  (GM),2024-05-15,Male,15,15:15:15
GM0019,GSPHCDA  (GM),2024-05-16,Male,15,15:37:00
GM0019,GSPHCDA  (GM),2024-05-18,Male,15,10:19:13
GM0019,GSPHCDA  (GM),2024-05-20,Male,15,09:00:40
GM0019,GSPHCDA  (GM),2024-05-21,Male,15,08:53:49
GM0019,GSPHCDA  (GM),2024-05-22,Male,15,09:24:47
GM0019,GSPHCDA  (GM),2024-05-23,Male,15,09:02:15
GM0019,GSPHCDA  (GM),2024-05-26,Male,15,09:12:49
GM0019,GSPHCDA  (GM),2024-05-28,Male,15,08:49:31
GM0019,GSPHCDA  (GM),2024-05-30,Male,15,12:24:27
GM0019,GSPHCDA  (GM),2024-06-02,Male,15,22:54:28
GM0019,GSPHCDA  (GM),2024-06-03,Male,15,10:20:40
GM0019,GSPHCDA  (GM),2024-06-05,Male,15,21:01:01
GM0019,GSPHCDA  (GM),2024-06-06,Male,15,22:56:38
GM0019,GSPHCDA  (GM),2024-06-07,Male,15,23:31:03
GM0019,GSPHCDA  (GM),2024-06-09,Male,15,08:39:36
GM0019,GSPHCDA  (GM),2024-06-11,Male,15,11:04:27
GM0019,GSPHCDA  (GM),2024-06-13,Male,15,12:08:10
GM0019,GSPHCDA  (GM),2024-06-14,Male,15,18:06:49
GM0019,GSPHCDA  (GM),2024-06-19,Male,15,15:29:06
GM0019,GSPHCDA  (GM),2024-06-20,Male,15,15:22:01
GM0019,GSPHCDA  (GM),2024-06-21,Male,15,16:33:37
GM0019,GSPHCDA  (GM),2024-06-22,Male,15,09:48:00
GM0019,GSPHCDA  (GM),2024-06-23,Male,15,15:45:22
GM0019,GSPHCDA  (GM),2024-06-25,Male,15,09:57:42
GM0019,GSPHCDA  (GM),2024-06-26,Male,15,10:11:56
GM0019,GSPHCDA  (GM),2024-06-27,Male,15,09:53:06
GM0019,GSPHCDA  (GM),2024-06-28,Male,15,11:56:50
GM0019,GSPHCDA  (GM),2024-06-30,Male,15,09:20:27
GM0019,GSPHCDA  (GM),2024-07-03,Male,15,16:08:23
GM0019,GSPHCDA  (GM),2024-07-04,Male,15,15:31:33
GM0019,GSPHCDA  (GM),2024-07-07,Male,15,21:19:48
GM0019,GSPHCDA  (GM),2024-07-09,Male,15,08:26:55
GM0019,GSPHCDA  (GM),2024-07-10,Male,15,21:31:49
GM0019,GSPHCDA  (GM),2024-07-11,Male,15,20:59:16
GM0019,GSPHCDA  (GM),2024-07-12,Male,15,21:44:41
GM0019,GSPHCDA  (GM),2024-07-13,Male,15,23:16:29
GM0019,GSPHCDA  (GM),2024-07-14,Male,15,09:26:14
GM0019,GSPHCDA  (GM),2024-07-16,Male,15,13:35:05
GM0019,GSPHCDA  (GM),2024-07-17,Male,15,13:19:14
GM0019,GSPHCDA  (GM),2024-07-19,Male,15,15:35:31
GM0019,GSPHCDA  (GM),2024-07-21,Male,15,15:13:21
GM0019,GSPHCDA  (GM),2024-07-22,Male,15,14:31:43
GM0019,GSPHCDA  (GM),2024-07-23,Male,15,15:38:18
GM0019,GSPHCDA  (GM),2024-07-24,Male,15,14:55:53
GM0019,GSPHCDA  (GM),2024-07-25,Male,15,16:13:44
GM0019,GSPHCDA  (GM),2024-07-27,Male,15,09:19:08
GM0019,GSPHCDA  (GM),2024-07-30,Male,15,15:01:20
GM0019,GSPHCDA  (GM),2024-07-31,Male,15,10:00:22
GM0019,GSPHCDA  (GM),2024-08-01,Male,15,10:53:34
GM0019,GSPHCDA  (GM),2024-08-02,Male,15,09:43:58
GM0019,GSPHCDA  (GM),2024-08-04,Male,15,15:26:39
GM0019,GSPHCDA  (GM),2024-08-05,Male,15,09:25:57
GM0019,GSPHCDA  (GM),2024-08-07,Male,15,09:36:27
GM0019,GSPHCDA  (GM),2024-08-08,Male,15,08:52:03
GM0019,GSPHCDA  (GM),2024-08-11,Male,15,21:08:03
GM0019,GSPHCDA  (GM),2024-08-12,Male,15,21:11:54
GM0019,GSPHCDA  (GM),2024-08-13,Male,15,20:59:06
GM0019,GSPHCDA  (GM),2024-08-14,Male,15,22:27:28
GM0019,GSPHCDA  (GM),2024-08-15,Male,15,21:18:44
GM0019,GSPHCDA  (GM),2024-08-16,Male,15,20:52:55
GM0019,GSPHCDA  (GM),2024-08-17,Male,15,21:13:58
GM0019,GSPHCDA  (GM),2024-08-18,Male,15,10:16:11
GM0019,GSPHCDA  (GM),2024-08-23,Male,15,15:48:14
GM0019,GSPHCDA  (GM),2024-08-29,Male,15,14:47:29
GM0019,GSPHCDA  (GM),2024-08-30,Male,15,12:46:31
GM0019,GSPHCDA  (GM),2024-08-31,Male,15,08:50:00
GM0019,GSPHCDA  (GM),2024-09-02,Male,15,16:12:59
GM0019,GSPHCDA  (GM),2024-09-03,Male,15,09:51:58
GM0019,GSPHCDA  (GM),2024-09-05,Male,15,09:25:19
GM0019,GSPHCDA  (GM),2024-09-08,Male,15,10:40:49
GM0019,GSPHCDA  (GM),2024-09-09,Male,15,08:09:04
GM0019,GSPHCDA  (GM),2024-09-10,Male,15,09:34:27
GM0019,GSPHCDA  (GM),2024-09-11,Male,15,08:37:53
GM0019,GSPHCDA  (GM),2024-09-12,Male,15,08:52:39
GM0019,GSPHCDA  (GM),2024-09-15,Male,15,22:34:24
GM0019,GSPHCDA  (GM),2024-09-17,Male,15,20:51:25
GM0019,GSPHCDA  (GM),2024-09-18,Male,15,21:22:48
GM0019,GSPHCDA  (GM),2024-09-19,Male,15,20:54:49
GM0019,GSPHCDA  (GM),2024-09-20,Male,15,21:14:47
GM0019,GSPHCDA  (GM),2024-09-21,Male,15,22:09:12
GM0019,GSPHCDA  (GM),2024-09-27,Male,15,17:40:13
GM0019,GSPHCDA  (GM),2024-09-28,Male,15,21:02:57
GM0019,GSPHCDA  (GM),2024-09-30,Male,15,10:57:57
GM0019,GSPHCDA  (GM),2024-10-01,Male,15,14:51:24
GM0019,GSPHCDA  (GM),2024-10-02,Male,15,16:04:33
GM0019,GSPHCDA  (GM),2024-10-03,Male,15,15:23:45
GM0019,GSPHCDA  (GM),2024-10-05,Male,15,14:47:11
GM0019,GSPHCDA  (GM),2024-10-07,Male,15,10:41:23
GM0019,GSPHCDA  (GM),2024-10-08,Male,15,09:59:38
GM0019,GSPHCDA  (GM),2024-10-10,Male,15,11:27:39
GM0019,GSPHCDA  (GM),2024-10-11,Male,15,08:50:48
GM0019,GSPHCDA  (GM),2024-10-13,Male,15,09:43:21
GM0019,GSPHCDA  (GM),2024-10-14,Male,15,08:32:37
GM0019,GSPHCDA  (GM),2024-10-15,Male,15,09:36:46
GM0019,GSPHCDA  (GM),2024-10-16,Male,15,17:17:19
GM0019,GSPHCDA  (GM),2024-10-17,Male,15,10:52:24
GM0019,GSPHCDA  (GM),2024-10-20,Male,15,21:07:01
GM0019,GSPHCDA  (GM),2024-10-21,Male,15,20:41:02
GM0019,GSPHCDA  (GM),2024-10-25,Male,15,07:47:46
GM0019,GSPHCDA  (GM),2024-10-26,Male,15,22:56:34
GM0019,GSPHCDA  (GM),2024-10-30,Male,15,15:25:21
GM0019,GSPHCDA  (GM),2024-11-01,Male,15,15:09:57
GM0019,GSPHCDA  (GM),2024-11-02,Male,15,15:18:01
GM0019,GSPHCDA  (GM),2024-11-03,Male,15,18:33:19
GM0019,GSPHCDA  (GM),2024-11-05,Male,15,15:21:57
GM0019,GSPHCDA  (GM),2024-11-07,Male,15,14:38:00
GM0019,GSPHCDA  (GM),2024-11-09,Male,15,09:22:09
GM0019,GSPHCDA  (GM),2024-11-12,Male,15,09:45:26
GM0019,GSPHCDA  (GM),2024-11-13,Male,15,09:36:04
GM0019,GSPHCDA  (GM),2024-11-14,Male,15,09:10:31
GM0019,GSPHCDA  (GM),2024-11-15,Male,15,09:44:19
GM0019,GSPHCDA  (GM),2024-11-17,Male,15,11:55:31
GM0019,GSPHCDA  (GM),2024-11-18,Male,15,10:00:37
GM0019,GSPHCDA  (GM),2024-11-20,Male,15,09:44:21
GM0019,GSPHCDA  (GM),2024-11-21,Male,15,13:35:49
GM0019,GSPHCDA  (GM),2024-11-25,Male,15,08:12:12
GM0019,GSPHCDA  (GM),2024-11-28,Male,15,08:44:48
GM0019,GSPHCDA  (GM),2024-11-30,Male,15,10:00:11
GM0019,GSPHCDA  (GM),2024-12-01,Male,15,10:03:53
GM0019,GSPHCDA  (GM),2024-12-02,Male,15,15:17:50
GM0019,GSPHCDA  (GM),2024-12-06,Male,15,10:17:45
GM0019,GSPHCDA  (GM),2024-12-08,Male,15,14:59:37
GM0019,GSPHCDA  (GM),2024-12-09,Male,15,14:30:27
GM0019,GSPHCDA  (GM),2024-12-10,Male,15,11:55:35
GM0019,GSPHCDA  (GM),2024-12-11,Male,15,14:19:56
GM0019,GSPHCDA  (GM),2024-12-12,Male,15,14:03:48
GM0019,GSPHCDA  (GM),2024-12-14,Male,15,10:14:40
GM0019,GSPHCDA  (GM),2024-12-16,Male,15,11:20:13
GM0019,GSPHCDA  (GM),2024-12-17,Male,15,10:39:38
GM0019,GSPHCDA  (GM),2024-12-18,Male,15,10:11:52
GM0019,GSPHCDA  (GM),2024-12-19,Male,15,10:23:48
GM0019,GSPHCDA  (GM),2024-12-20,Male,15,15:29:59
GM0019,GSPHCDA  (GM),2024-12-22,Male,15,10:13:48
GM0019,GSPHCDA  (GM),2024-12-23,Male,15,11:05:48
GM0019,GSPHCDA  (GM),2024-12-24,Male,15,10:34:01
GM0019,GSPHCDA  (GM),2024-12-25,Male,15,09:44:27
GM0019,GSPHCDA  (GM),2024-12-26,Male,15,09:45:03
GM0019,GSPHCDA  (GM),2024-12-27,Male,15,15:57:51
GM0019,GSPHCDA  (GM),2024-12-31,Male,15,09:21:09
GM0019,GSPHCDA  (GM),2025-01-01,Male,15,08:51:00
GM0019,GSPHCDA  (GM),2025-01-03,Male,15,08:59:31
GM0019,GSPHCDA  (GM),2025-01-06,Male,15,15:21:00
GM0052,GSPHCDA  (GM),2024-02-01,Male,15,09:53:35
